,Gazepath,Dispersion,Velocity,Gazepath,Dispersion,Velocity,Gazepath,Dispersion,Velocity,Count,Avg. Duration,Cum. Duration,,Ground Truth,Gazepath,Dispersion,Velocity,Ground Truth,Gazepath,Dispersion,Velocity
8,33,25,16,519.8182,724.04,1140.625,17154,18101,18250,29,622.3793,18049,,,,,,,,,
9,42,31,19,405.119,572.8387,940,17015,17758,17860,35,503.1714,17611,,,,,,,,,
10,50,38,28,325.92,475.4474,650.2143,16296,18067,18206,43,418.6744,18003,,,,,,,,,
11,25,21,18,695.04,868.3333,1016.9444,17376,18235,18305,24,754.6667,18112,,,,,,,,,
12,46,32,7,370.0217,573.5313,2629.2857,17021,18353,18405,38,479.7105,18229,,,,,,,,,
13,52,44,37,314.8077,405.0909,482.9459,16370,17824,17869,47,376.0638,17675,,,,,,,,,
14,42,37,30,403.1429,487.5946,604.4667,16932,18041,18134,41,437.122,17922,,,,,,,,,
15,44,43,40,362.25,412.2093,445.15,15939,17725,17806,43,406.7442,17490,,,,,,,,,
16,56,49,44,291.9464,366.7143,409.8182,16349,17969,18032,51,347.9804,17747,,,,,,,,,
17,35,38,34,393.8857,353.8158,425.5588,13786,13445,14469,41,325,13325,,,,,,,,,
18,54,47,35,291.9259,360.5532,491.7143,15764,16946,17210,52,325.8654,16945,,,,,,,,,
19,36,33,28,453.2778,536.6061,638.3214,16318,17708,17873,36,486.4167,17511,,,,,,,,,
20,24,23,17,717.6667,784.7391,1067.4706,17224,18049,18147,26,688.0385,17889,,,,,,,,,
21,50,46,41,318.38,377.7609,424.9756,15919,17377,17424,52,332.1731,17273,,,,,,,,,
22,46,38,31,326.413,419.8947,521.8065,15015,15956,16176,43,367.0465,15783,,,,,,,,,
23,28,21,17,596.4286,833.8571,1042.4118,16700,17511,17721,23,755.1739,17369,,,,,,,,,
24,41,35,26,399.122,489.6286,663.8846,16364,17137,17261,40,427.5,17100,,,,,,,,,
25,42,42,40,320.1667,329.9048,370.575,13447,13856,14823,48,284.1667,13640,,,,,,,,,
26,44,39,25,380.0455,457.4103,716.28,16722,17839,17907,43,416.4884,17909,,,,,,,,,
27,33,31,30,509.0303,579.5484,602.8333,16798,17966,18085,34,528.0588,17954,,,,,,,,,
28,26,17,13,648.8462,1040.2941,1360.8462,16870,17685,17691,21,843.0476,17704,,,,,,,,,
29,32,24,21,511.5313,720.7917,831.5714,16369,17299,17463,26,660.4615,17172,,,,,,,,,
30,64,44,27,249.5625,390.7045,640.5185,15972,17191,17294,56,314.3929,17606,,,,,,,,,
1,38,32,21,330.9211,419.0625,648.6667,12575,13410,13622,34,396.3824,13477,,,,,,,,,
2,37,32,16,326.8919,406.2188,838.625,12095,12999,13418,35,361.4571,12651,,,,,,,,,
3,39,34,24,343.3846,413.3824,592.4167,13392,14055,14218,35,397.3143,13906,,,,,,,,,
4,44,40,34,287.6818,342.625,405.5,12658,13705,13787,42,323.3333,13580,,,,,,,,,
5,32,27,15,419.0938,530.2963,955.4667,13411,14318,14332,30,472.3333,14170,,,,,,,,,
6,29,19,11,470.2069,740.5789,1285.7273,13636,14071,14143,20,700,14000,,,,,,,,,
7,35,25,16,373.4857,552.56,864.875,13072,13814,13838,27,514.3333,13887,,,,,,,,,
8,22,22,19,561.7727,597.1818,702.0526,12359,13138,13339,22,590.2273,12985,,,,,,,,,
9,42,30,18,312.9762,466.8667,782.6111,13145,14006,14087,33,419.2121,13834,,,,,,,,,
10,42,39,34,291.6905,353.7179,406.8235,12251,13795,13832,42,322.3333,13538,,,,,,,,,
11,17,12,10,809.2353,1197.25,1438.2,13757,14367,14382,15,954.3333,14315,,,,,,,,,
12,36,23,13,345.9167,576.3478,1026.6923,12453,13256,13347,30,469.4667,14084,,,,,,,,,
13,43,36,26,291.8605,380.8611,530,12550,13711,13780,42,322.7857,13557,,,,,,,,,
14,30,24,23,438,577.6667,605.5652,13140,13864,13928,28,493,13804,,,,,,,,,
15,38,37,36,325.4211,376.9459,388.4722,12366,13947,13985,38,359.8421,13674,,,,,,,,,
16,39,34,29,318,410.1765,483.069,12402,13946,14009,39,360.3077,14052,,,,,,,,,
17,22,22,20,308.6364,319.3636,360.45,6790,7026,7209,30,274.7,8241,,,,,,,,,
18,49,43,29,255.1633,312.3953,468.5172,12503,13433,13587,49,275.0204,13476,,,,,,,,,
19,40,36,31,296.5,356.9722,420.1613,11860,12851,13025,41,320.9756,13160,,,,,,,,,
20,29,39,13,402.1034,311.4615,954.8462,11661,12147,12413,49,237.7143,11648,,,,,,,,,
21,37,35,33,331.5946,372.4857,396.0606,12269,13037,13070,38,340.7368,12948,,,,,,,,,
22,23,25,13,532.2609,510.64,990.5385,12242,12766,12877,30,425.2333,12757,,,,,,,,,
23,36,34,25,352.4444,405.7353,558.76,12688,13795,13969,34,403.5,13719,,,,,,,,,
24,52,45,25,230.1154,284.3111,525.96,11966,12794,13149,49,256.8571,12586,,,,,,,,,
25,41,38,30,299.1463,351.7368,448.6667,12265,13366,13460,40,330.25,13210,,,,,,,,,
26,28,25,18,464.9286,548.16,773.1667,13018,13704,13917,26,519.8462,13516,,,,,,,,,
27,41,35,18,316.7317,407.7429,796.9444,12986,14271,14345,35,404.8286,14169,,,,,,,,,
28,36,23,10,349,595.087,1378.6,12564,13687,13786,29,467.4138,13555,,,,,,,,,
29,32,29,23,346.2813,416.2759,533.0435,11081,12072,12260,30,398.2,11946,,,,,,,,,
30,45,34,31,259.6444,370.2353,407.7419,11684,12588,12640,41,299.9756,12299,,,,,,,,,
1,43,35,22,307.7907,400.6286,654.7273,13235,14022,14404,41,341.3659,13996,,,,,,,,,
2,35,30,23,389.5143,491.2333,648.1304,13633,14737,14907,33,440.6061,14540,,,,,,,,,
3,36,33,26,392.0556,455.4848,585.8077,14114,15031,15231,34,437.0588,14860,,,,,,,,,
4,50,49,40,261.72,294.3265,364.875,13086,14422,14595,50,284.38,14219,,,,,,,,,
5,28,24,14,526.1071,643.5417,1108.5,14731,15445,15519,24,639.5,15348,,,,,,,,,
6,41,36,24,340.8537,412.5556,623.7083,13975,14852,14969,37,403.2162,14919,,,,,,,,,
7,36,34,25,381.6667,435.1176,597.48,13740,14794,14937,35,427.4,14959,,,,,,,,,
8,35,35,24,376.8,414.2,614.125,13188,14497,14739,36,401.3611,14449,,,,,,,,,
9,54,47,29,254.9444,316.8511,520.2759,13767,14892,15088,49,299.3878,14670,,,,,,,,,
10,40,35,28,346.075,435.0571,548.5,13843,15227,15358,38,396.0263,15049,,,,,,,,,
11,33,26,20,426.7879,578.3077,758.5,14084,15036,15170,30,496.4,14892,,,,,,,,,
12,37,34,18,358.3784,423.5294,811.2778,13260,14400,14603,37,399.2162,14771,,,,,,,,,
13,40,36,29,335.975,410.75,514.7241,13439,14787,14927,39,373.7179,14575,,,,,,,,,
14,52,48,44,259.8269,309.9375,339.4318,13511,14877,14935,49,300.4082,14720,,,,,,,,,
15,44,43,40,291.9545,341.1395,369.025,12846,14669,14761,47,318.5319,14971,,,,,,,,,
16,38,37,33,365.1316,413.6216,467.0606,13875,15304,15413,39,387.6923,15120,,,,,,,,,
17,22,27,24,482.1818,385.4074,444.0417,10608,10406,10657,37,282.3243,10446,,,,,,,,,
18,55,51,38,246.6727,287.3725,391.2632,13567,14656,14868,54,274.4815,14822,,,,,,,,,
19,42,36,34,316.1905,405.3611,433.2647,13280,14593,14731,41,357,14637,,,,,,,,,
20,40,40,32,314.875,336.7,427.25,12595,13468,13672,41,329.0976,13493,,,,,,,,,
21,49,49,47,265.0408,295,308.5319,12987,14455,14501,49,290.6939,14244,,,,,,,,,
22,45,39,29,277.2,343.0513,468.4138,12474,13379,13584,47,284.0851,13352,,,,,,,,,
23,44,36,24,297.1364,391.7222,605.5833,13074,14102,14534,39,356.4615,13902,,,,,,,,,
24,40,37,25,334.35,385.9459,577.76,13374,14280,14444,38,370.7368,14088,,,,,,,,,
25,42,36,27,315.4048,398.9167,543.7778,13247,14361,14682,38,374.1579,14218,,,,,,,,,
26,31,27,24,456.7419,554.5185,628.1667,14159,14972,15076,31,479.9677,14879,,,,,,,,,
27,32,32,27,443.9688,476.8438,574.1481,14207,15259,15502,32,471.1875,15078,,,,,,,,,
28,36,33,24,358.5,424.9394,592.7083,12906,14023,14225,34,404.1471,13741,,,,,,,,,
29,10,11,9,1371,1290.9091,1611.5556,13710,14200,14504,12,1147.6667,13772,,,,,,,,,
30,50,42,28,264.14,345.0714,520.0714,13207,14493,14562,49,287.551,14090,,,,,,,,,
1,61,54,38,260.5082,320.6481,473.3947,15891,17315,17989,61,285.4262,17411,,,,,,,,,
2,46,44,30,352.8913,399.2273,597.8333,16233,17566,17935,47,372.1702,17492,,,,,,,,,
3,49,46,29,354.5918,406.5217,654.4828,17375,18700,18980,50,367.78,18389,,,,,,,,,
4,54,51,43,306.2222,354.098,421.6279,16536,18059,18130,56,318.0536,17811,,,,,,,,,
5,40,36,26,433.225,507.6667,713.3462,17329,18276,18547,43,425.8372,18311,,,,,,,,,
6,57,52,35,300.8947,363.5192,544.0857,17151,18903,19043,54,343.4815,18548,,,,,,,,,
7,46,41,27,377.7174,446.1951,691.1481,17375,18294,18661,45,405.8222,18262,,,,,,,,,
8,47,46,29,314.9574,349.0435,570.7931,14803,16056,16553,51,325.0588,16578,,,,,,,,,
9,66,52,32,253.8333,350.2115,585.3438,16753,18211,18731,58,309.069,17926,,,,,,,,,
10,55,56,47,299.7273,330.5,394.766,16485,18508,18554,57,316.2456,18026,,,,,,,,,
11,54,44,32,315.9815,419,585.9375,17063,18436,18750,48,379.1042,18197,,,,,,,,,
12,44,44,33,353.9318,383.5,522.7879,15573,16874,17252,47,356.0638,16735,,,,,,,,,
13,52,50,43,317.3269,360.28,421.1628,16501,18014,18110,53,337.283,17876,,,,,,,,,
14,56,47,37,304.8393,389.7872,497.2703,17071,18320,18399,51,364.7255,18601,,,,,,,,,
15,49,52,40,345.0816,353.3654,466.9,16909,18375,18676,56,320.7321,17961,,,,,,,,,
16,45,42,41,366.2889,425.8571,440.4146,16483,17886,18057,43,425.3256,18289,,,,,,,,,
17,35,36,29,318.3714,328.6111,416.4138,11143,11830,12076,44,281.4091,12382,,,,,,,,,
18,59,49,41,273.9492,355.0612,435.0244,16163,17398,17836,56,302.4643,16938,,,,,,,,,
19,54,48,41,314.1852,379.0625,448.7317,16966,18195,18398,51,348.9608,17797,,,,,,,,,
20,37,32,30,480.7297,586.9688,634.6,17787,18783,19038,35,529.4571,18531,,,,,,,,,
21,57,53,50,292,348.3585,369.78,16644,18463,18489,55,331.8364,18251,,,,,,,,,
22,50,47,31,297.98,333.8511,514.8065,14899,15691,15959,57,309.0526,17616,,,,,,,,,
23,49,44,32,337.9388,404.0455,564.1563,16559,17778,18053,46,379.087,17438,,,,,,,,,
24,33,34,24,515.5152,521.5,755.4583,17012,17731,18131,39,454.3846,17721,,,,,,,,,
25,40,49,29,399.775,330.6939,592.7931,15991,16204,17191,52,302.1923,15714,,,,,,,,,
26,43,38,26,400.6512,479.5,710.3846,17228,18221,18470,41,438.6829,17986,,,,,,,,,
27,32,32,26,537.75,564.875,706.5,17208,18076,18369,33,537.8788,17750,,,,,,,,,
28,15,24,12,1223.6667,783.875,1572.9167,18355,18813,18875,27,689.3704,18613,,,,,,,,,
29,48,45,36,332.2917,383.2667,487.8889,15950,17247,17564,47,381.9362,17951,,,,,,,,,
30,64,58,46,271.125,323.3966,405.1522,17352,18757,18637,62,294.7581,18275,,,,,,,,,
1,90,67,35,265.4667,380.209,740.5714,23892,25474,25920,79,316.8101,25028,,,,,,,,,
2,58,51,25,392.6034,469.9804,989.24,22771,23969,24731,57,422.807,24100,,,,,,,,,
3,78,71,53,304.6154,370.4366,503.0943,23760,26301,26664,75,343.88,25791,,,,,,,,,
4,84,72,47,283.9762,357.1944,555.3404,23854,25718,26101,77,330.6753,25462,,,,,,,,,
5,70,63,51,358.8286,425.381,530.7451,25118,26799,27068,69,384.4203,26525,,,,,,,,,
6,43,39,27,594.814,690.1795,1001.3333,25577,26917,27036,46,583.8043,26855,,,,,,,,,
7,61,50,36,402.9344,516.76,724.1111,24579,25838,26068,54,479.8519,25912,,,,,,,,,
8,46,44,35,484.1304,537.6818,698.4571,22270,23658,24446,50,469.6,23480,,,,,,,,,
9,71,50,21,351.7606,528.14,1272.9524,24975,26407,26732,55,477.7818,26278,,,,,,,,,
10,75,73,64,323.2667,365.6301,417.2813,24245,26691,26706,75,350.9333,26320,,,,,,,,,
11,52,39,26,490,696.1795,1052.9615,25480,27151,27377,42,639.4286,26856,,,,,,,,,
12,81,59,26,290.3086,420.6441,983.9615,23515,24818,25583,77,332.3117,25588,,,,,,,,,
13,83,78,64,284.3494,333.3846,410.6406,23601,26004,26281,80,320.8875,25671,,,,,,,,,
14,76,73,62,324.3158,362.9589,430.8871,24648,26496,26715,76,347.3684,26400,,,,,,,,,
15,72,64,48,328.9722,395.4531,534.7083,23686,25309,25666,68,386.0147,26249,,,,,,,,,
16,81,75,68,294.7531,357.36,398.6765,23875,26802,27110,79,334.1772,26400,,,,,,,,,
17,48,42,28,495.2292,595.7857,901.75,23771,25023,25249,54,470.6481,25415,,,,,,,,,
18,88,74,48,280.6477,361.6622,560.6458,24697,26763,26911,84,314.6548,26431,,,,,,,,,
19,73,69,56,324.0548,371.8406,466.1786,23656,25657,26106,71,357.3521,25372,,,,,,,,,
20,56,51,21,449.875,527.0196,1293.381,25193,26878,27161,58,459.7931,26668,,,,,,,,,
21,77,72,67,313.8571,364.4722,391.7463,24167,26242,26247,75,346.0133,25951,,,,,,,,,
22,64,57,45,357.0156,419.1053,538.6444,22849,23889,24239,62,380.1935,23572,,,,,,,,,
23,77,71,56,308.6753,360.0845,461.7679,23768,25566,25859,76,333.3553,25335,,,,,,,,,
24,66,62,56,351.6061,398.129,445.4107,23206,24684,24943,65,375.0308,24377,,,,,,,,,
25,62,61,54,330.6935,350.0328,409.0926,20503,21352,22091,68,303.4706,20636,,,,,,,,,
26,38,37,28,628.4474,683.9189,907.3929,23881,25305,25407,40,651.125,26045,,,,,,,,,
27,65,58,38,365.4,437.1552,674.7895,23751,25355,25642,62,408.9839,25357,,,,,,,,,
28,63,49,38,389.7302,540.8571,701.5,24553,26502,26657,56,475.9286,26652,,,,,,,,,
29,60,51,34,402.7333,505.7647,768.9118,24164,25794,26143,55,462.1273,25417,,,,,,,,,
30,82,67,50,292.4756,383.6119,520.32,23983,25702,26016,81,316.2222,25614,,,,,,,,,
1,78,60,36,287.9231,395.4167,666.8333,22458,23725,24006,69,344.4493,23767,,,,,,,,,
2,54,48,26,416.8519,488.5417,936.5385,22842,25605,25749,56,412.5,25293,,,,,,,,,
3,73,66,42,327.274,389.3182,615.9286,23612,25833,25969,69,368.3478,25770,,,,,,,,,
4,79,73,67,283.8354,337.3699,367.8358,22874,24603,25166,76,321.3553,24289,,,,,,,,,
5,69,59,39,353.3333,435.5593,662.1795,23930,25687,25872,62,410.7742,25462,,,,,,,,,
6,46,40,24,527.3696,633.75,1059.9167,23432,25300,25324,46,547.413,25248,,,,,,,,,
7,68,56,24,336.0294,434.4107,1039.7083,23588,25754,25792,63,379,25529,,,,,,,,,
8,62,53,43,338.629,429.6792,538.4651,23129,25496,25635,60,399.9167,25151,,,,,,,,,
9,83,74,35,285.9157,337.5811,723.9143,22604,23369,23560,82,301.0976,23223,,,,,,,,,
10,78,69,56,292.8462,371.087,459.8036,23513,25259,25524,72,351.2917,25131,,,,,,,,,
11,61,49,31,387.082,527.2041,837.7097,22887,24688,24919,54,477.2222,24292,,,,,,,,,
12,74,55,34,309.1081,447.3273,740.1765,22510,23450,24350,63,385.5397,23100,,,,,,,,,
13,81,60,40,295.4321,428.1167,646.8,23024,24758,25125,66,385.7879,24718,,,,,,,,,
14,77,73,65,304.3117,346.5753,389.6,22610,24272,24242,75,336.64,24091,,,,,,,,,
15,67,54,40,352.0597,476.9259,644.8,22598,24515,24852,61,418.5082,24135,,,,,,,,,
16,81,79,67,285.5432,322.7342,382.6119,23856,25017,25118,80,314.3875,24837,,,,,,,,,
17,46,49,39,491.3913,476.9184,604.1026,22303,23643,24208,58,400.3966,23409,,,,,,,,,
18,93,69,41,252.828,366.0725,622.5366,20099,21078,21491,85,295.6588,20943,,,,,,,,,
19,76,73,54,301.1447,338.1918,461.463,22848,24331,24516,74,328.2703,24127,,,,,,,,,
20,62,54,36,371.3548,458.4815,697.9167,23835,25394,25557,60,411.9667,25125,,,,,,,,,
21,69,63,54,327.6812,385.2698,448.9259,21102,22686,23116,70,344.1571,22504,,,,,,,,,
22,79,66,40,286.0506,371.4394,621.3,21418,22620,22971,74,326.1486,23882,,,,,,,,,
23,35,30,26,681.6,833.9,966.0769,23891,25695,25869,33,752.6364,25416,,,,,,,,,
24,81,66,35,275.3457,358.2273,691.6571,23337,24761,25012,73,320.6712,24484,,,,,,,,,
25,45,45,38,446.6444,468.4,565.5526,22423,24628,24645,49,427.4082,24423,,,,,,,,,
26,61,46,37,374.5574,528.9348,662.5946,24380,25698,25825,55,438.6727,25468,,,,,,,,,
27,59,51,39,403.9831,497.9216,655.3077,24259,25350,25438,53,474.0566,25181,,,,,,,,,
28,57,48,42,370.2105,472.625,550.381,22850,24327,24953,51,441.2549,23877,,,,,,,,,
29,64,53,39,334.6563,426.7925,589,20995,22773,23154,61,391.5082,23995,,,,,,,,,
30,71,57,34,328.6901,434.4035,735.6471,23731,24981,25337,70,349.7714,24690,,,,,,,,,
1,236,145,77,332.0127,569.269,1083.8312,78355,82544,83455,175,469.7029,82198,,,,,,,,,
2,163,128,81,478.9877,645.6172,1035,78075,82639,83835,145,563.3517,81686,,,,,,,,,
3,214,165,92,366.0888,516.4606,939.5652,78343,85216,86440,187,450.5561,84254,,,,,,,,,
4,216,164,115,353.412,500.5793,718.0957,76337,82095,82581,191,425.0995,81194,,,,,,,,,
5,129,119,87,637.2946,718.1261,989.3563,82211,85457,86074,131,645.3893,84546,,,,,,,,,
6,207,141,91,392.3671,611.3404,954.0659,81220,86199,86820,158,542.0316,85641,,,,,,,,,
7,200,157,104,387.05,521.6115,798.6346,77410,81893,83058,180,454.5833,81825,,,,,,,,,
8,151,130,90,488.2185,609.2846,895.2667,73721,79207,80574,146,541.0959,79000,,,,,,,,,
9,236,157,94,333.1907,531.7134,893.7766,78633,83479,84015,182,454.8681,82786,,,,,,,,,
