,,,Count ,,,Avg Duration (ms),,,Cum. Duration (ms),,,Ground Truth,,,,Count ,,,Avg Duration (ms),,,Cum. Duration (ms),,,Ground Truth,,
,,,Gazepath,Dispersion,Velocity,Gazepath,Dispersion,Velocity,Gazepath,Dispersion,Velocity,Count,Avg. Duration,Cum. Duration,,Gazepath,Dispersion,Velocity,Gazepath,Dispersion,Velocity,Gazepath,Dispersion,Velocity,Count,Avg. Duration,Cum. Duration
,,7,36,34,25,381.6667,435.1176,597.48,13740,14794,14937,35,427.4,14959,,35,33,21,386.8286,431.4545,688.2381,13539,14238,14453,35,427.4,14959
,,8,35,35,24,376.8,414.2,614.125,13188,14497,14739,36,401.3611,14449,,35,34,21,344.2857,384.7647,643.0476,12050,13082,13504,36,401.3611,14449
,,9,54,47,29,254.9444,316.8511,520.2759,13767,14892,15088,49,299.3878,14670,,49,48,31,247.8367,275.25,436.8387,12144,13212,13542,49,299.3878,14670
,,10,40,35,28,346.075,435.0571,548.5,13843,15227,15358,38,396.0263,15049,,36,34,26,363.2222,406.2353,540,13076,13812,14040,38,396.0263,15049
,,11,33,26,20,426.7879,578.3077,758.5,14084,15036,15170,30,496.4,14892,,29,26,18,434.069,507.1538,742.7778,12588,13186,13370,30,496.4,14892
,,12,37,34,18,358.3784,423.5294,811.2778,13260,14400,14603,37,399.2162,14771,,37,38,23,365.8649,388.0263,659.2609,13537,14745,15163,37,399.2162,14771
,,13,40,36,29,335.975,410.75,514.7241,13439,14787,14927,39,373.7179,14575,,37,36,29,354.8919,396.4444,498.2414,13131,14272,14449,39,373.7179,14575
,,14,52,48,44,259.8269,309.9375,339.4318,13511,14877,14935,49,300.4082,14720,,48,44,38,265.3542,306.9545,359.7368,12737,13506,13670,49,300.4082,14720
,,15,44,43,40,291.9545,341.1395,369.025,12846,14669,14761,47,318.5319,14971,,43,43,27,295.9535,331.9767,533.1111,12726,14275,14394,47,318.5319,14971
,,16,38,37,33,365.1316,413.6216,467.0606,13875,15304,15413,39,387.6923,15120,,31,30,26,389.3548,426.8,499.0769,12070,12804,12976,39,387.6923,15120
,,17,22,27,24,482.1818,385.4074,444.0417,10608,10406,10657,37,282.3243,10446,,22,29,20,406,306.9655,431.6,8932,8902,8632,37,282.3243,10446
,,18,55,51,38,246.6727,287.3725,391.2632,13567,14656,14868,54,274.4815,14822,,57,54,40,229.0175,263.9444,361.4,13054,14253,14456,54,274.4815,14822
,,19,42,36,34,316.1905,405.3611,433.2647,13280,14593,14731,41,357,14637,,39,38,30,315.6667,351.8684,456.6333,12311,13371,13699,41,357,14637
,,20,40,40,32,314.875,336.7,427.25,12595,13468,13672,41,329.0976,13493,,38,40,31,328.3421,330.7,436.7097,12477,13228,13538,41,329.0976,13493
,,21,49,49,47,265.0408,295,308.5319,12987,14455,14501,49,290.6939,14244,,48,48,38,270.8333,290.4792,378.3421,13000,13943,14377,49,290.6939,14244
,,22,45,39,29,277.2,343.0513,468.4138,12474,13379,13584,47,284.0851,13352,,35,33,27,256.6,289.2121,373.8519,8981,9544,10094,47,284.0851,13352
,,23,44,36,24,297.1364,391.7222,605.5833,13074,14102,14534,39,356.4615,13902,,40,35,25,295.625,362.3429,523,11825,12682,13075,39,356.4615,13902
,,24,40,37,25,334.35,385.9459,577.76,13374,14280,14444,38,370.7368,14088,,39,37,29,328.0256,368.0541,479.2069,12793,13618,13897,38,370.7368,14088
,,25,42,36,27,315.4048,398.9167,543.7778,13247,14361,14682,38,374.1579,14218,,37,32,23,320.6216,401.9063,569,11863,12861,13087,38,374.1579,14218
,,26,31,27,24,456.7419,554.5185,628.1667,14159,14972,15076,31,479.9677,14879,,29,27,19,423.5862,480,689.6316,12284,12960,13103,31,479.9677,14879
,,27,32,32,27,443.9688,476.8438,574.1481,14207,15259,15502,32,471.1875,15078,,31,31,28,453.4839,474.5484,535.7857,14058,14711,15002,32,471.1875,15078
,,28,36,33,24,358.5,424.9394,592.7083,12906,14023,14225,34,404.1471,13741,,36,34,19,357.9444,408.5,750.1579,12886,13889,14253,34,404.1471,13741
,,29,10,11,9,1371,1290.9091,1611.5556,13710,14200,14504,12,1147.6667,13772,,10,13,9,1359.7,1073.231,1596.556,13597,13952,14369,12,1147.6667,13772
,,30,50,42,28,264.14,345.0714,520.0714,13207,14493,14562,49,287.551,14090,,46,40,27,268.6522,325.075,502.9259,12358,13003,13579,49,287.551,14090
13,Building 2,1,61,54,38,260.5082,320.6481,473.3947,15891,17315,17989,61,285.4262,17411,,51,53,29,293.3922,283.0566,568,14963,15002,16472,61,285.4262,17411
,,2,46,44,30,352.8913,399.2273,597.8333,16233,17566,17935,47,372.1702,17492,,44,46,30,360.1364,369.2609,580.2667,15846,16986,17408,47,372.1702,17492
,,3,49,46,29,354.5918,406.5217,654.4828,17375,18700,18980,50,367.78,18389,,41,38,25,335.3171,378.7895,596.64,13748,14394,14916,50,367.78,18389
,,4,54,51,43,306.2222,354.098,421.6279,16536,18059,18130,56,318.0536,17811,,46,46,31,272.4565,302.7174,453.0323,12533,13925,14044,56,318.0536,17811
,,5,40,36,26,433.225,507.6667,713.3462,17329,18276,18547,43,425.8372,18311,,32,31,19,417.7813,454.8065,757.6842,13369,14099,14396,43,425.8372,18311
,,6,57,52,35,300.8947,363.5192,544.0857,17151,18903,19043,54,343.4815,18548,,49,47,27,321.0612,357.2553,632.2963,15732,16791,17072,54,343.4815,18548
,,7,46,41,27,377.7174,446.1951,691.1481,17375,18294,18661,45,405.8222,18262,,34,41,19,422.4706,371,824.4211,14364,15211,15664,45,405.8222,18262
,,8,47,46,29,314.9574,349.0435,570.7931,14803,16056,16553,51,325.0588,16578,,42,38,23,297.6905,357.7632,612.6087,12503,13595,14090,51,325.0588,16578
,,9,66,52,32,253.8333,350.2115,585.3438,16753,18211,18731,58,309.069,17926,,63,54,29,242.746,299.1111,580.4483,15293,16152,16833,58,309.069,17926
,,10,55,56,47,299.7273,330.5,394.766,16485,18508,18554,57,316.2456,18026,,54,52,40,279.5,313.1346,417.025,15093,16283,16681,57,316.2456,18026
,,11,54,44,32,315.9815,419,585.9375,17063,18436,18750,48,379.1042,18197,,49,47,20,336.4082,372.4043,891.7,16484,17503,17834,48,379.1042,18197
,,12,44,44,33,353.9318,383.5,522.7879,15573,16874,17252,47,356.0638,16735,,39,44,26,324.2564,310.8636,549.1154,12646,13678,14277,47,356.0638,16735
,,13,52,50,43,317.3269,360.28,421.1628,16501,18014,18110,53,337.283,17876,,44,45,37,319.7045,336.5778,418.5676,14067,15146,15487,53,337.283,17876
,,14,56,47,37,304.8393,389.7872,497.2703,17071,18320,18399,51,364.7255,18601,,44,38,20,341.1591,427.8421,823.75,15011,16258,16475,51,364.7255,18601
,,15,49,52,40,345.0816,353.3654,466.9,16909,18375,18676,56,320.7321,17961,,43,48,33,336.186,314.8333,481.0303,14456,15112,15874,56,320.7321,17961
,,16,45,42,41,366.2889,425.8571,440.4146,16483,17886,18057,43,425.3256,18289,,41,38,28,366.2195,419.2895,583.8214,15015,15933,16347,43,425.3256,18289
,,17,35,36,29,318.3714,328.6111,416.4138,11143,11830,12076,44,281.4091,12382,,37,45,34,348.7568,303.1333,408.2353,12904,13641,13880,44,281.4091,12382
,,18,59,49,41,273.9492,355.0612,435.0244,16163,17398,17836,56,302.4643,16938,,52,52,37,280.6346,296.1538,428.7027,14593,15400,15862,56,302.4643,16938
,,19,54,48,41,314.1852,379.0625,448.7317,16966,18195,18398,51,348.9608,17797,,51,48,33,294.7647,335.0417,504.8788,15033,16082,16661,51,348.9608,17797
,,20,37,32,30,480.7297,586.9688,634.6,17787,18783,19038,35,529.4571,18531,,27,27,20,565.7407,591.1111,810.55,15275,15960,16211,35,529.4571,18531
,,21,57,53,50,292,348.3585,369.78,16644,18463,18489,55,331.8364,18251,,51,49,47,280,318.7347,336.1915,14280,15618,15801,55,331.8364,18251
,,22,50,47,31,297.98,333.8511,514.8065,14899,15691,15959,57,309.0526,17616,,50,49,22,296.42,319.7143,732.9091,14821,15666,16124,57,309.0526,17616
,,23,49,44,32,337.9388,404.0455,564.1563,16559,17778,18053,46,379.087,17438,,35,37,28,352.9429,355.4324,485.9286,12353,13151,13606,46,379.087,17438
,,24,33,34,24,515.5152,521.5,755.4583,17012,17731,18131,39,454.3846,17721,,30,39,23,470.5667,373.1538,658.8696,14117,14553,15154,39,454.3846,17721
,,25,40,49,29,399.775,330.6939,592.7931,15991,16204,17191,52,302.1923,15714,,35,36,21,363.5714,359.4444,655.8095,12725,12940,13772,52,302.1923,15714
,,26,43,38,26,400.6512,479.5,710.3846,17228,18221,18470,41,438.6829,17986,,39,33,20,392.3846,492.7576,821.5,15303,16261,16430,41,438.6829,17986
,,27,32,32,26,537.75,564.875,706.5,17208,18076,18369,33,537.8788,17750,,29,32,24,512.2414,484.8438,663.4167,14855,15515,15922,33,537.8788,17750
,,28,15,24,12,1223.6667,783.875,1572.9167,18355,18813,18875,27,689.3704,18613,,12,25,11,1304,647.6,1477.636,15648,16190,16254,27,689.3704,18613
,,29,48,45,36,332.2917,383.2667,487.8889,15950,17247,17564,47,381.9362,17951,,44,40,24,336.2045,400.2,678.4167,14793,16008,16282,47,381.9362,17951
,,30,64,58,46,271.125,323.3966,405.1522,17352,18757,18637,62,294.7581,18275,,53,50,36,259.4151,291.12,417.8333,13749,14556,15042,62,294.7581,18275
14,Building 3 ,1,90,67,35,265.4667,380.209,740.5714,23892,25474,25920,79,316.8101,25028,,87,77,41,271,327.7922,630.2195,23577,25240,25839,79,316.8101,25028
,,2,58,51,25,392.6034,469.9804,989.24,22771,23969,24731,57,422.807,24100,,57,49,23,375.4737,451.9592,1001.826,21402,22146,23042,57,422.807,24100
,,3,78,71,53,304.6154,370.4366,503.0943,23760,26301,26664,75,343.88,25791,,75,71,49,306.7467,348.6479,515.7551,23006,24754,25272,75,343.88,25791
,,4,84,72,47,283.9762,357.1944,555.3404,23854,25718,26101,77,330.6753,25462,,82,74,56,277.1341,330.4865,444.7679,22725,24456,24907,77,330.6753,25462
,,5,70,63,51,358.8286,425.381,530.7451,25118,26799,27068,69,384.4203,26525,,66,63,44,379.1515,416.5556,605.1364,25024,26243,26626,69,384.4203,26525
,,6,43,39,27,594.814,690.1795,1001.3333,25577,26917,27036,46,583.8043,26855,,46,42,19,558.7826,640.3571,1427.737,25704,26895,27127,46,583.8043,26855
,,7,61,50,36,402.9344,516.76,724.1111,24579,25838,26068,54,479.8519,25912,,58,50,26,393.5345,477.9,936.2308,22825,23895,24342,54,479.8519,25912
,,8,46,44,35,484.1304,537.6818,698.4571,22270,23658,24446,50,469.6,23480,,48,48,29,445.2708,475.0833,808.1724,21373,22804,23437,50,469.6,23480
,,9,71,50,21,351.7606,528.14,1272.9524,24975,26407,26732,55,477.7818,26278,,63,52,25,381.9365,487.7115,1031.52,24062,25361,25788,55,477.7818,26278
,,10,75,73,64,323.2667,365.6301,417.2813,24245,26691,26706,75,350.9333,26320,,73,66,50,316.5616,377.1667,505.42,23109,24893,25271,75,350.9333,26320
,,11,52,39,26,490,696.1795,1052.9615,25480,27151,27377,42,639.4286,26856,,52,50,28,478.5769,522.94,941.8929,24886,26147,26373,42,639.4286,26856
,,12,81,59,26,290.3086,420.6441,983.9615,23515,24818,25583,77,332.3117,25588,,75,71,25,327.0933,357.5352,1063.48,24532,25385,26587,77,332.3117,25588
,,13,83,78,64,284.3494,333.3846,410.6406,23601,26004,26281,80,320.8875,25671,,75,72,52,284.4,321.75,453.1154,21330,23166,23562,80,320.8875,25671
,,14,76,73,62,324.3158,362.9589,430.8871,24648,26496,26715,76,347.3684,26400,,72,74,62,328.7361,345.527,417.7419,23669,25569,25900,76,347.3684,26400
,,15,72,64,48,328.9722,395.4531,534.7083,23686,25309,25666,68,386.0147,26249,,66,61,50,353.6061,404.8033,501.34,23338,24693,25067,68,386.0147,26249
,,16,81,75,68,294.7531,357.36,398.6765,23875,26802,27110,79,334.1772,26400,,76,75,52,299.7763,325.8,484.5769,22783,24435,25198,79,334.1772,26400
,,17,48,42,28,495.2292,595.7857,901.75,23771,25023,25249,54,470.6481,25415,,44,45,29,518.6364,550.3111,864.6552,22820,24764,25075,54,470.6481,25415
,,18,88,74,48,280.6477,361.6622,560.6458,24697,26763,26911,84,314.6548,26431,,86,85,57,282.8256,311.5882,469.4211,24323,26485,26757,84,314.6548,26431
,,19,73,69,56,324.0548,371.8406,466.1786,23656,25657,26106,71,357.3521,25372,,66,67,45,339.1061,359.7463,546.3778,22381,24103,24587,71,357.3521,25372
,,20,56,51,21,449.875,527.0196,1293.381,25193,26878,27161,58,459.7931,26668,,48,55,19,540.25,486.8727,1429.579,25932,26778,27162,58,459.7931,26668
,,21,77,72,67,313.8571,364.4722,391.7463,24167,26242,26247,75,346.0133,25951,,72,68,48,314.1111,357.3235,509.7292,22616,24298,24467,75,346.0133,25951
,,22,64,57,45,357.0156,419.1053,538.6444,22849,23889,24239,62,380.1935,23572,,63,69,48,355.5397,337.4203,502.3125,22399,23282,24111,62,380.1935,23572
,,23,77,71,56,308.6753,360.0845,461.7679,23768,25566,25859,76,333.3553,25335,,75,67,53,302.64,363.6716,467.5472,22698,24366,24780,76,333.3553,25335
,,24,66,62,56,351.6061,398.129,445.4107,23206,24684,24943,65,375.0308,24377,,66,63,58,346,385.0317,422.7586,22836,24257,24520,65,375.0308,24377
,,25,62,61,54,330.6935,350.0328,409.0926,20503,21352,22091,68,303.4706,20636,,50,53,43,315.72,300.5472,395.6977,15786,15929,17015,68,303.4706,20636
,,26,38,37,28,628.4474,683.9189,907.3929,23881,25305,25407,40,651.125,26045,,40,39,27,629.125,676.4872,986.7778,25165,26383,26643,40,651.125,26045
,,27,65,58,38,365.4,437.1552,674.7895,23751,25355,25642,62,408.9839,25357,,67,60,41,356.7463,423.5333,631.8537,23902,25412,25906,62,408.9839,25357
,,28,63,49,38,389.7302,540.8571,701.5,24553,26502,26657,56,475.9286,26652,,64,57,32,387.0156,463.4035,833,24769,26414,26656,56,475.9286,26652
,,29,60,51,34,402.7333,505.7647,768.9118,24164,25794,26143,55,462.1273,25417,,64,56,26,380.9375,458.9107,1008.077,24380,25699,26210,55,462.1273,25417
,,30,82,67,50,292.4756,383.6119,520.32,23983,25702,26016,81,316.2222,25614,,76,71,56,281.7105,316.6197,415.1429,21410,22480,23248,81,316.2222,25614
15,Building 4,1,78,60,36,287.9231,395.4167,666.8333,22458,23725,24006,69,344.4493,23767,,69,70,40,320.4783,331.9286,594.475,22113,23235,23779,69,344.4493,23767
,,2,54,48,26,416.8519,488.5417,936.5385,22842,25605,25749,56,412.5,25293,,53,58,26,370.3774,351.2586,818.5769,19630,20373,21283,56,412.5,25293
,,3,73,66,42,327.274,389.3182,615.9286,23612,25833,25969,69,368.3478,25770,,68,63,43,327.8382,371.3016,550.8605,22293,23392,23687,69,368.3478,25770
,,4,79,73,67,283.8354,337.3699,367.8358,22874,24603,25166,76,321.3553,24289,,77,78,67,281.7792,311.5256,361.9851,21697,24299,24253,76,321.3553,24289
,,5,69,59,39,353.3333,435.5593,662.1795,23930,25687,25872,62,410.7742,25462,,65,59,45,351.6154,407.322,538.7556,22855,24032,24244,62,410.7742,25462
,,6,46,40,24,527.3696,633.75,1059.9167,23432,25300,25324,46,547.413,25248,,44,45,26,530.1136,546.3778,951.5769,23325,24587,24741,46,547.413,25248
,,7,68,56,24,336.0294,434.4107,1039.7083,23588,25754,25792,63,379,25529,,66,60,29,331,382.4667,825.5517,21846,22948,23941,63,379,25529
,,8,62,53,43,338.629,429.6792,538.4651,23129,25496,25635,60,399.9167,25151,,59,55,36,350.4746,407.4,635.2222,20678,22407,22868,60,399.9167,25151
,,9,83,74,35,285.9157,337.5811,723.9143,22604,23369,23560,82,301.0976,23223,,77,79,39,289.9221,298.0759,623.3077,22324,23548,24309,82,301.0976,23223
,,10,78,69,56,292.8462,371.087,459.8036,23513,25259,25524,72,351.2917,25131,,73,66,45,298.9178,358.3182,532.4444,21821,23649,23960,72,351.2917,25131
,,11,61,49,31,387.082,527.2041,837.7097,22887,24688,24919,54,477.2222,24292,,62,60,37,382.6613,428.7333,698.5676,23725,25724,25847,54,477.2222,24292
,,12,74,55,34,309.1081,447.3273,740.1765,22510,23450,24350,63,385.5397,23100,,70,62,39,312.5143,382.6935,623.8718,21876,23727,24331,63,385.5397,23100
,,13,81,60,40,295.4321,428.1167,646.8,23024,24758,25125,66,385.7879,24718,,81,74,44,286.963,333.4459,567.6591,23244,24675,24977,66,385.7879,24718
,,14,77,73,65,304.3117,346.5753,389.6,22610,24272,24242,75,336.64,24091,,73,70,61,302.1507,337.0429,388.2459,22057,23593,23683,75,336.64,24091
,,15,67,54,40,352.0597,476.9259,644.8,22598,24515,24852,61,418.5082,24135,,64,61,46,357.5938,402.8852,535.0652,22886,24576,24613,61,418.5082,24135
,,16,81,79,67,285.5432,322.7342,382.6119,23856,25017,25118,80,314.3875,24837,,75,74,66,286.5333,316.5405,358.1515,21490,23424,23638,80,314.3875,24837
,,17,46,49,39,491.3913,476.9184,604.1026,22303,23643,24208,58,400.3966,23409,,41,49,37,454.3902,383.4694,523.1892,18630,18790,19358,58,400.3966,23409
,,18,93,69,41,252.828,366.0725,622.5366,20099,21078,21491,85,295.6588,20943,,91,83,57,244.956,289.3012,422.5789,22291,24012,24087,85,295.6588,20943
,,19,76,73,54,301.1447,338.1918,461.463,22848,24331,24516,74,328.2703,24127,,76,75,57,296.6053,324.12,432.8596,22542,24309,24673,74,328.2703,24127
,,20,62,54,36,371.3548,458.4815,697.9167,23835,25394,25557,60,411.9667,25125,,60,58,33,364.75,400.3966,715.3333,21885,23223,23606,60,411.9667,25125
,,21,69,63,54,327.6812,385.2698,448.9259,21102,22686,23116,70,344.1571,22504,,70,68,55,306.4286,335.6029,419.5273,21450,22821,23074,70,344.1571,22504
,,22,79,66,40,286.0506,371.4394,621.3,21418,22620,22971,74,326.1486,23882,,66,62,38,295.8788,337.5484,561.1053,19528,20928,21322,74,326.1486,23882
,,23,35,30,26,681.6,833.9,966.0769,23891,25695,25869,33,752.6364,25416,,38,34,29,624.2105,731.8824,862.8966,23720,24884,25024,33,752.6364,25416
,,24,81,66,35,275.3457,358.2273,691.6571,23337,24761,25012,73,320.6712,24484,,81,73,35,269.8519,322.2466,687.8571,21858,23524,24075,73,320.6712,24484
,,25,45,45,38,446.6444,468.4,565.5526,22423,24628,24645,49,427.4082,24423,,45,51,37,381.6889,340.8824,493.1892,17176,17385,18248,49,427.4082,24423
,,26,61,46,37,374.5574,528.9348,662.5946,24380,25698,25825,55,438.6727,25468,,64,56,39,353.2969,429.4107,628.1795,22611,24047,24499,55,438.6727,25468
,,27,59,51,39,403.9831,497.9216,655.3077,24259,25350,25438,53,474.0566,25181,,58,52,40,386.931,455.8654,600.5,22442,23705,24020,53,474.0566,25181
,,28,57,48,42,370.2105,472.625,550.381,22850,24327,24953,51,441.2549,23877,,55,54,42,372.6182,411.4444,539.3095,20494,22218,22651,51,441.2549,23877
,,29,64,53,39,334.6563,426.7925,589,20995,22773,23154,61,391.5082,23995,,61,57,36,355.2131,403.4912,655.8333,21668,22999,23610,61,391.5082,23995
,,30,71,57,34,328.6901,434.4035,735.6471,23731,24981,25337,70,349.7714,24690,,69,65,34,320.7971,354.7077,709.1176,22135,23056,24110,70,349.7714,24690
16,Car 1,1,236,145,77,332.0127,569.269,1083.8312,78355,82544,83455,175,469.7029,82198,,210,165,80,338.619,451.4121,944.7875,71110,74483,75583,175,469.7029,82198
,,2,163,128,81,478.9877,645.6172,1035,78075,82639,83835,145,563.3517,81686,,146,136,90,497.2808,556.4926,856.8111,72603,75683,77113,145,563.3517,81686
,,3,214,165,92,366.0888,516.4606,939.5652,78343,85216,86440,187,450.5561,84254,,193,173,85,380.2124,452.1156,938.6471,73381,78216,79785,187,450.5561,84254
,,4,216,164,115,353.412,500.5793,718.0957,76337,82095,82581,191,425.0995,81194,,187,171,110,357.1604,415.4035,652.3091,66789,71034,71754,191,425.0995,81194
,,5,129,119,87,637.2946,718.1261,989.3563,82211,85457,86074,131,645.3893,84546,,122,123,84,611.9672,631.0813,932.7024,74660,77623,78347,131,645.3893,84546
,,6,207,141,91,392.3671,611.3404,954.0659,81220,86199,86820,158,542.0316,85641,,170,146,71,428.6118,525.6233,1090.62,72864,76741,77434,158,542.0316,85641
,,7,200,157,104,387.05,521.6115,798.6346,77410,81893,83058,180,454.5833,81825,,186,161,88,390.3333,476.3727,886.1818,72602,76696,77984,180,454.5833,81825
,,8,151,130,90,488.2185,609.2846,895.2667,73721,79207,80574,146,541.0959,79000,,147,138,83,492.5306,554.8696,944.0361,72402,76572,78355,146,541.0959,79000
,,9,236,157,94,333.1907,531.7134,893.7766,78633,83479,84015,182,454.8681,82786,,215,183,89,334.7488,415.3005,867.0899,71971,76000,77171,182,454.8681,82786
,,10,215,200,176,360.7442,426.335,484.892,77560,85267,85341,205,411.0439,84264,,199,195,140,361.6784,396.3077,561.9357,71974,77280,78671,205,411.0439,84264
,,11,144,108,72,569.8194,793.963,1202.5139,82054,85748,86581,125,682.56,85320,,151,119,73,493.0132,654,1078.699,74445,77826,78745,125,682.56,85320
,,12,156,96,29,528.0577,886.2917,2964.931,82377,85084,85983,124,681.0968,84456,,167,138,33,463.5629,580.087,2476.394,77415,80052,81721,124,681.0968,84456
,,13,236,190,139,334.4322,445.1421,611.6331,78926,84577,85017,212,396.3774,84032,,205,189,130,326.5561,378.963,556.2615,66944,71624,72314,212,396.3774,84032
,,14,227,191,137,351.4978,444.7539,624.4964,79790,84948,85556,216,391.3241,84526,,200,185,114,348.375,397.1135,653.1228,69675,73466,74456,216,391.3241,84526
,,15,216,198,169,355.8009,427.1768,502.6568,76853,84581,84949,215,389.2837,83696,,211,205,151,348.8389,387.6585,530.7682,73605,79470,80146,215,389.2837,83696
,,16,273,227,170,284.1648,376.3744,505.4882,77577,85437,85933,249,340.3052,84736,,231,213,158,275.6364,326.2629,443.8101,63672,69494,70122,249,340.3052,84736
,,17,147,177,131,440.3333,377.3333,528.4351,64729,66788,69225,211,314.1848,66293,,126,166,116,412.1825,305.5301,446.3621,51935,50718,51778,211,314.1848,66293
,,18,233,183,126,338.824,452.5082,663.0397,78946,82809,83543,213,384.3521,81867,,196,179,118,340.1327,386.1285,593.661,66666,69117,70052,213,384.3521,81867
,,19,244,200,154,317.291,418.1,549.8961,77419,83620,84684,226,366.0177,82720,,225,210,132,311.4311,356.5762,577.8409,70072,74881,76275,226,366.0177,82720
,,20,151,156,123,498.8013,516,667.5366,75319,80496,82107,178,444.5787,79135,,138,162,94,508.4855,458.4753,804.9362,70171,74273,75664,178,444.5787,79135
,,21,243,226,203,297.6996,347.0575,387.9409,72341,78435,78752,245,319.0694,78172,,221,215,191,288.6968,318.5535,364.1518,63802,68489,69553,245,319.0694,78172
,,22,235,190,137,320.2596,420.4474,592.9635,75261,79885,81236,210,377.8048,79339,,212,192,124,321.8349,374.474,594.0484,68229,71899,73662,210,377.8048,79339
,,23,227,159,108,342.8502,521.3082,776.5093,77827,82888,83863,185,443.2703,82005,,203,172,108,342.7143,429.5291,694.5278,69571,73879,75009,185,443.2703,82005
,,24,196,154,91,376.9949,509.1429,882.5165,73891,78408,80309,180,429.1389,77245,,167,161,112,388.6287,430.4099,641.9643,64901,69296,71900,180,429.1389,77245
,,25,211,178,121,338.3697,431.9607,646.1488,71396,76889,78184,203,375.532,76233,,191,188,122,331.5969,364.1862,571.2787,63335,68467,69696,203,375.532,76233
,,26,200,149,79,393.8,558.6846,1074.1772,78760,83244,84860,181,455.1657,82385,,182,160,80,397.0055,473.95,978.3375,72255,75832,78267,181,455.1657,82385
,,27,173,148,99,456.5896,560.9189,847.1616,78990,83016,83869,164,501.5732,82258,,164,159,100,434.2134,472.239,761.73,71211,75086,76173,164,501.5732,82258
,,28,210,155,103,348.6095,507.2645,774.2718,73208,78626,79750,173,450.8844,78003,,190,166,96,340.0737,413.741,736.3438,64614,68681,70689,173,450.8844,78003
,,29,190,159,124,401.1053,505.5409,656.8629,76210,80381,81451,179,450.7318,80681,,181,174,119,398.2486,437.1667,651.2521,72083,76067,77499,179,450.7318,80681
,,30,244,176,110,313.0697,459.2102,742.0545,76389,80821,81626,216,370.8056,80094,,219,199,110,305.9726,353.397,657.0273,67008,70326,72273,216,370.8056,80094
17,Car 11,1,21,18,13,346.7619,418.5556,592.5385,7282,7534,7703,21,364.0952,7646,,29,22,16,253.4483,352.6364,503.3125,7350,7758,8053,21,364.0952,7646
,,2,29,26,18,333.1724,400.8462,583.5,9662,10422,10503,27,381.1852,10292,,27,26,20,343.4815,376.3846,498.35,9274,9786,9967,27,381.1852,10292
,,3,29,24,19,336.4138,446.5417,569.1053,9756,10717,10813,26,408.2308,10614,,26,26,19,348.9615,376.7308,522.2632,9073,9795,9923,26,408.2308,10614
,,4,39,36,29,243.7949,289.8333,362.6897,9508,10434,10518,37,277.2703,10259,,33,31,23,232.1515,263.1935,361.1739,7661,8159,8307,37,277.2703,10259
,,5,24,23,16,427,469.4348,680.125,10248,10797,10882,23,461,10603,,25,27,18,405.96,394.1111,599.1111,10149,10641,10784,23,461,10603
,,6,5,5,2,2235.4,2244.4,5614,11177,11222,11228,7,1593.1429,11152,,6,7,2,1860.5,1602.143,5613,11163,11215,11226,7,1593.1429,11152
,,7,20,14,9,524.7,783,1221.4444,10494,10962,10993,18,605.1667,10893,,18,18,9,546.4444,578.3333,1162.556,9836,10410,10463,18,605.1667,10893
,,8,25,23,16,383.64,440.6522,641.4375,9591,10135,10263,25,409.84,10246,,25,25,20,368.44,385.32,487.55,9211,9633,9751,25,409.84,10246
,,9,38,30,17,270.4737,365.3,648.1765,10278,10959,11019,32,336.3125,10762,,26,25,16,234.4231,260.2,420.6875,6095,6505,6731,32,336.3125,10762
,,10,34,33,30,281.6471,326.1818,364.8667,9576,10764,10946,33,319.5455,10545,,28,28,25,276.2143,305.8929,344.12,7734,8565,8603,33,319.5455,10545
,,11,10,11,9,1061.4,999.0909,1225.3333,10614,10990,11028,13,840.3846,10925,,9,12,7,1087,840.5,1447.429,9783,10086,10132,13,840.3846,10925
,,12,18,13,7,596.2778,860.1538,1600.7143,10733,11182,11205,14,795.7857,11141,,19,14,7,564.4211,797.2143,1600.143,10724,11161,11201,14,795.7857,11141
,,13,35,34,23,282.8,319.8235,473,9898,10874,10879,34,315.7059,10734,,31,31,23,282.8065,303.871,409.1739,8767,9420,9411,34,315.7059,10734
,,14,32,29,26,306.9688,369.4828,415.4615,9823,10715,10802,30,353.2333,10597,,31,29,25,309.0968,358.6207,418.76,9582,10400,10469,30,353.2333,10597
,,15,33,30,29,292,359.7667,376.6552,9636,10793,10923,32,333.4375,10670,,32,30,29,292.625,332.4,354.069,9364,9972,10268,32,333.4375,10670
,,16,33,32,29,296.303,340.4375,379.8621,9778,10894,11016,34,318.0882,10815,,26,27,21,302.7692,318.8148,417.6667,7872,8608,8771,34,318.0882,10815
,,17,15,16,13,500.5333,488.5,613.4615,7508,7816,7975,20,411.1,8222,,17,20,19,435.9412,379.25,414.5789,7411,7585,7877,20,411.1,8222
,,18,39,36,23,240.7949,289.5278,457.2174,9391,10423,10516,39,271.6154,10593,,39,38,30,245.5897,267.7105,344.6667,9578,10173,10340,39,271.6154,10593
,,19,35,30,14,273.3143,334.5333,731.9286,9566,10036,10247,35,291.2286,10193,,34,32,14,278.6765,313,729.7857,9475,10016,10217,35,291.2286,10193
,,20,22,22,18,412.5909,426.1364,548.7778,9077,9375,9878,24,378.9583,9095,,23,23,16,364.3478,362.1304,561.125,8380,8329,8978,24,378.9583,9095
