,,,Count ,,,Avg Duration (ms),,,Cum. Duration (ms),,,Ground Truth,,,,Count ,,,Avg Duration (ms),,,Cum. Duration (ms),,,Ground Truth,,
,,,Gazepath,Dispersion,Velocity,Gazepath,Dispersion,Velocity,Gazepath,Dispersion,Velocity,Count,Avg. Duration,Cum. Duration,,Gazepath,Dispersion,Velocity,Gazepath,Dispersion,Velocity,Gazepath,Dispersion,Velocity,Count,Avg. Duration,Cum. Duration
,,22,32,26,14,347.1875,449.9231,848.5,11110,11698,11879,34,343.6471,11684,,29,31,16,338.931,321,658.6875,9829,9951,10539,34,343.6471,11684
,,23,30,27,20,348.6667,414.037,566.9,10460,11179,11338,30,370.9667,11129,,18,21,19,260.7222,237.7143,286.5263,4693,4992,5444,30,370.9667,11129
,,24,30,28,25,351.7,401.8571,459.12,10551,11252,11478,30,368.6667,11060,,23,27,20,290.7826,246.5185,371.25,6688,6656,7425,30,368.6667,11060
,,25,28,23,16,387.7143,494.913,718.4375,10856,11383,11495,29,392.0345,11369,,27,32,16,357.3704,313.3125,650.5625,9649,10026,10409,29,392.0345,11369
,,26,27,28,20,407,425.6786,595.4,10989,11919,11908,29,404,11716,,25,34,23,401.44,301.6471,459.1304,10036,10256,10560,29,404,11716
,,27,32,32,25,306.0625,329.9375,427.8,9794,10558,10695,34,307.9118,10469,,27,29,25,267.0741,251.3793,312.52,7211,7290,7813,34,307.9118,10469
,,28,10,9,4,1204,1356.667,3053.75,12040,12210,12215,11,1094.364,12038,,9,18,3,1335.778,676.6111,4072.333,12022,12179,12217,11,1094.364,12038
,,29,20,19,18,394.5,439.3684,479,7890,8348,8622,27,356.4815,9625,,18,24,18,402.8333,305.2917,428.7778,7251,7327,7718,27,356.4815,9625
,,30,39,33,23,278.1282,360,515.2609,10847,11880,11851,36,324.6944,11689,,20,26,14,248.85,185.4231,371.9286,4977,4821,5207,36,324.6944,11689
34,Tape 133,1,295,186,99,318.722,535.0161,1016.121,94023,99513,100596,229,429.4803,98351,,277,262,137,313.3827,345.5038,679.9416,86807,90522,93152,229,429.4803,98351
,,2,208,174,100,442.726,566.1667,996.4,92087,98513,99640,198,494.4343,97898,,199,220,143,411.5678,386.8636,622.3077,81902,85110,88990,198,494.4343,97898
,,3,242,188,86,399.9587,545.8191,1202.314,96790,102614,103399,215,471.414,101354,,197,202,116,398.8528,403.5842,722.5603,78574,81524,83817,215,471.414,101354
,,4,222,164,106,428.9009,609.6341,949.4811,95216,99980,100645,201,495.5721,99610,,216,251,131,390.7731,346.0757,682.084,84407,86865,89353,201,495.5721,99610
,,5,176,157,109,569.6136,661.7325,956.8716,100252,103892,104299,184,557.125,102511,,158,191,109,524.0127,437.6911,787.6789,82794,83599,85857,184,557.125,102511
,,6,125,75,30,813.048,1389.453,3481.467,101631,104209,104444,103,1007.592,103782,,143,169,51,692.6014,596.2071,1993.941,99042,100759,101691,103,1007.592,103782
,,7,203,166,84,472.4926,598.4398,1195.667,95916,99341,100436,199,493.4874,98204,,189,222,92,416.037,359.6577,899.1957,78631,79844,82726,199,493.4874,98204
,,8,236,162,51,401.1017,624.3025,2005.51,94660,101137,102281,199,500.1055,99521,,217,225,116,380.3041,384.6311,771.2845,82526,86542,89469,199,500.1055,99521
,,9,247,175,86,388.5385,573.9829,1173.5,95969,100447,100921,206,481.2718,99142,,228,228,117,350.636,362.6009,726.7094,79945,82673,85025,206,481.2718,99142
,,10,282,224,145,344.6702,463.4241,720.9517,97197,103807,104538,276,374.0362,103234,,263,276,161,317.4259,315.692,560.2422,83483,87131,90199,276,374.0362,103234
,,11,105,88,54,969.0667,1190.727,1947.556,101752,104784,105168,103,1006.01,103619,,110,146,50,885.9091,682.3219,2009.1,97450,99619,100455,103,1006.01,103619
,,12,269,207,104,350.4498,488.8841,982.6154,94271,101199,102192,244,408.7049,99724,,257,273,181,337.9844,335.8315,524.6298,86862,91682,94958,244,408.7049,99724
,,13,305,230,176,308.7902,442.0826,580.392,94181,101679,102149,264,381.3447,100675,,260,264,192,303.0423,318.375,442.9271,78791,84051,85042,264,381.3447,100675
,,14,270,227,153,363.6852,454.793,675.1699,98195,103238,103301,260,393.3192,102263,,251,277,198,341.1235,313.0072,449.1818,85622,86703,88938,260,393.3192,102263
,,15,195,158,115,495.5026,647.9684,892,96623,102379,102580,199,511.2563,101740,,173,201,133,460.8382,412.6468,640.6692,79725,82942,85209,199,511.2563,101740
,,16,220,163,108,446.4227,635.9018,963.0278,98213,103652,104007,205,504.322,103386,,198,245,144,428.702,356.3061,615.9028,84883,87295,88690,205,504.322,103386
,,17,127,160,125,545.0866,446.9813,600.624,69226,71517,75078,184,378.9946,69735,,142,177,136,441.4648,340.1582,487.0882,62688,60208,66244,184,378.9946,69735
,,18,306,224,149,313.1373,455.6786,689.3624,95820,102072,102715,270,376.0407,101531,,260,275,176,306.05,303.7382,484.1534,79573,83528,85211,270,376.0407,101531
,,19,280,212,148,338.6357,471.6132,683.527,94818,99982,101162,252,395.2619,99606,,272,269,184,311.7243,330.8216,492.5326,84789,88991,90626,252,395.2619,99606
,,20,197,159,84,489.5584,628.3082,1200.345,96443,99901,100829,191,517.2932,98803,,201,233,128,444.4179,390.1202,723.9219,89328,90898,92662,191,517.2932,98803
,,21,228,195,155,407.2851,505.4,637.7419,92861,98553,98850,220,443.9136,97661,,215,268,172,386.2047,316.9888,516.593,83034,84953,88854,220,443.9136,97661
,,22,187,169,86,476.4064,548.7751,1093.977,89088,92743,94082,207,448.4541,92830,,186,246,114,414.4247,314.2317,722.0351,77083,77301,82312,207,448.4541,92830
,,23,244,162,111,383.4836,605.5617,895.6847,93570,98101,99421,197,495.3198,97578,,228,235,148,357.7368,361.8043,588.6622,81564,85024,87122,197,495.3198,97578
,,24,284,240,175,319.0176,401.3625,557.0057,90601,96327,97476,264,360.8561,95266,,235,246,192,298.3149,292.4878,391.3021,70104,71952,75130,264,360.8561,95266
,,25,182,151,89,509.7088,652.1126,1118.135,92767,98469,99514,188,520.0851,97776,,150,191,108,501.58,410.1152,749.7037,75237,78332,80968,188,520.0851,97776
,,26,191,108,66,513.3403,937.2037,1547.848,98048,101218,102158,145,695.2897,100817,,195,223,98,453.8667,406.0583,950.3571,88504,90551,93135,145,695.2897,100817
,,27,247,204,147,366.2874,470.9412,667.2449,90473,96072,98085,228,416.5833,94981,,242,245,166,315.5537,324.3796,495.7349,76364,79473,82292,228,416.5833,94981
,,28,211,141,82,429.4834,686.7801,1189.28,90621,96836,97521,172,557.4302,95878,,215,233,121,405.1581,393.6395,779.6529,87109,91718,94338,172,557.4302,95878
,,29,147,131,48,626.1905,723.626,2051.813,92050,94795,98487,175,535.2057,93661,,185,217,93,463.4216,393.3272,1011.516,85733,85352,94071,175,535.2057,93661
,,30,242,192,140,359.814,474.849,662.3071,87075,91171,92723,235,380.8128,89491,,261,295,181,286.1724,248.1424,443.6188,74691,73202,80295,235,380.8128,89491
35,Tape 151,1,87,62,37,329.8046,486.3065,830.4054,28693,30151,30725,73,408.5616,29825,,78,76,48,327.7692,349.1184,574.125,25566,26533,27558,73,408.5616,29825
,,2,60,53,33,484.95,580.0755,940.1515,29097,30744,31025,61,495.7049,30238,,62,67,43,437.3226,417.4328,681.4419,27114,27968,29302,61,495.7049,30238
,,3,86,64,28,346.7907,492.9844,1146.357,29824,31551,32098,78,397.7051,31021,,71,71,37,340.1127,356.8169,706.0811,24148,25334,26125,78,397.7051,31021
,,4,84,70,54,337.5119,436.7571,567.5185,28351,30573,30646,80,378.675,30294,,81,78,57,318.9136,356.5256,500.614,25832,27809,28535,80,378.675,30294
,,5,57,48,32,532.7368,658.875,997.0313,30366,31626,31905,61,509.4426,31076,,44,59,36,525.8182,402.3898,685.2778,23136,23741,24670,61,509.4426,31076
,,6,25,25,14,1232.36,1273.44,2278.286,30809,31836,31896,34,930.3529,31632,,28,56,17,1099.929,559.6607,1871.941,30798,31341,31823,34,930.3529,31632
,,7,70,52,34,402.2286,567.9615,883.1765,28156,29534,30028,61,475.8197,29025,,67,70,41,366.3433,359.3,644.2927,24545,25151,26416,61,475.8197,29025
,,8,61,57,38,469.6721,536.2982,811.7632,28650,30569,30847,62,490.9516,30439,,50,54,36,384.2,370.8148,569.3611,19210,20024,20497,62,490.9516,30439
,,9,75,51,33,381.9467,593.5098,924.2121,28646,30269,30499,66,454,29964,,58,65,40,393.5345,360.6769,612.3,22825,23444,24492,66,454,29964
,,10,98,85,65,293.2653,372.8235,489.2308,28740,31690,31800,90,346.2222,31160,,77,78,55,285.5584,292.6154,428.0909,21988,22824,23545,90,346.2222,31160
,,11,57,40,18,531.4561,800.4,1781.944,30293,32016,32075,49,645.8367,31646,,58,66,21,507.4828,462.1061,1483.952,29434,30499,31163,49,645.8367,31646
,,12,60,49,20,487.6,623.449,1570.45,29256,30549,31409,62,489.5806,30354,,57,61,28,467.8421,453.623,1013.357,26667,27671,28374,62,489.5806,30354
,,13,95,77,56,306.4,404.2208,559.1607,29108,31125,31313,86,359.0581,30879,,72,72,50,307.2083,322.6806,475.78,22119,23233,23789,86,359.0581,30879
,,14,77,64,47,385.4935,487.3281,667.6809,29683,31189,31381,74,419.7297,31060,,77,78,41,347.4935,350.8333,688.1951,26757,27365,28216,74,419.7297,31060
,,15,67,60,53,419.5672,505.3167,576.8868,28111,30319,30575,64,469.9531,30077,,59,63,44,410.9831,395.4762,587.7955,24248,24915,25863,64,469.9531,30077
,,16,86,62,44,341.5698,514,726.4545,29375,31868,31964,73,435.2329,31772,,75,85,51,333.7867,315.0471,529.9804,25034,26779,27029,73,435.2329,31772
,,17,52,40,29,483.0385,640.4,906.069,25118,25616,26276,54,475.0926,25655,,49,73,33,495.3265,335.0274,769.5152,24271,24457,25394,54,475.0926,25655
,,18,85,61,44,344.3294,507.4754,707.6818,29268,30956,31138,75,407.1867,30539,,74,79,48,344.5135,328.8861,556.875,25494,25982,26730,75,407.1867,30539
,,19,70,57,51,413.7143,540.9123,607.1569,28960,30832,30965,62,491.3548,30464,,67,71,52,396.5224,389.2535,544.1154,26567,27637,28294,62,491.3548,30464
,,20,60,52,45,383.8833,462.8269,551.9333,23033,24067,24837,58,409.2414,23736,,56,64,46,363.2857,316.5156,467.5217,20344,20257,21506,58,409.2414,23736
,,21,73,56,44,385.0959,531.8214,682.0682,28112,29782,30011,68,435.4853,29613,,74,78,46,358.6081,351.2179,610.6739,26537,27395,28091,68,435.4853,29613
,,22,73,58,30,395.2055,516.6897,1015.267,28850,29968,30458,68,436.6618,29693,,57,69,31,377.7018,313.5217,747.8065,21529,21633,23182,68,436.6618,29693
,,23,71,61,44,404.5915,499.7049,698.5909,28726,30482,30738,69,434.9855,30014,,67,72,48,386.1791,378.4306,585.0625,25874,27247,28083,69,434.9855,30014
,,24,67,46,36,431.9104,655.3696,843.5,28938,30147,30366,63,476.6349,30028,,60,64,37,400.3333,390.8594,690.4865,24020,25015,25548,63,476.6349,30028
,,25,94,74,40,299.5213,409.6757,769.975,28155,30316,30799,91,327.3516,29789,,70,79,38,313.9,285.7722,638.4474,21973,22576,24261,91,327.3516,29789
,,26,68,52,41,430.0588,590.4423,753.7805,29244,30703,30905,62,488.7742,30304,,72,72,44,393.8611,407.9583,688.8409,28358,29373,30309,62,488.7742,30304
,,27,19,19,11,1673,1689.316,2938.091,31787,32097,32319,28,1133.107,31727,,29,43,12,1012.724,691.8605,2511.667,29369,29750,30140,28,1133.107,31727
,,28,67,50,36,387.6119,549.16,775.0833,25970,27458,27903,56,488.4107,27351,,65,64,40,369.1077,385.6875,663,23992,24684,26520,56,488.4107,27351
,,29,57,51,33,488.0877,572.0392,896.5758,27821,29174,29587,61,487.541,29740,,57,70,42,472.386,396.7714,685.8571,26926,27774,28806,61,487.541,29740
,,30,94,65,46,297.2447,460.8769,654.3261,27941,29957,30099,82,357.1829,29289,,72,83,49,325.1111,270.2892,507.449,23408,22434,24865,82,357.1829,29289
36,Tape 152,1,144,97,61,355.9375,550.5155,885.0492,51255,53400,53988,123,428.7805,52740,,132,144,74,347.7273,322.3681,649.2297,45900,46421,48043,123,428.7805,52740
,,2,107,98,55,475.8411,544.9592,988.9455,50915,53406,54392,110,482.6,53086,,102,125,73,451.7647,375.624,680.7123,46080,46953,49692,110,482.6,53086
,,3,123,92,58,436.4959,606.0435,967.8621,53689,55756,56136,116,476.0603,55223,,115,128,71,422.8696,382.4141,708.7465,48630,48949,50321,116,476.0603,55223
,,4,137,117,86,371.7883,464.8974,634.7907,50935,54393,54592,136,395.7059,53816,,130,146,93,353.6692,326.0342,531.2258,45977,47601,49404,136,395.7059,53816
,,5,123,100,84,432.5447,557.17,668.2262,53203,55717,56131,117,469.5812,54941,,101,112,81,420.9109,385.4554,553.5309,42512,43171,44836,117,469.5812,54941
,,7,112,76,41,469.3482,723.9737,1353.3902,52567,55022,55489,95,567.4526,53908,,113,121,48,434.7168,419.3223,1085.542,49123,50738,52106,95,567.4526,53908
,,8,133,104,69,370,503.6058,767.5942,49210,52375,52964,120,433.8917,52067,,114,117,80,370.2105,379.6325,571.1125,42204,44417,45689,120,433.8917,52067
,,9,143,102,46,373.5524,545.3824,1214.3261,53418,55629,55859,124,444.7258,55146,,132,155,90,365.1439,312.7226,555.4667,48199,48472,49992,124,444.7258,55146
,,10,155,115,94,334.0194,488.7478,598.3511,51773,56206,56245,141,393.3333,55460,,138,137,95,318.413,329.5839,492.4316,43941,45153,46781,141,393.3333,55460
,,11,158,92,69,330.1646,613.0761,819.4203,52166,56403,56540,113,493.7522,55794,,143,132,77,317.1888,365.2803,639.2208,45358,48217,49220,113,493.7522,55794
,,12,126,68,28,427.7063,831.6324,2028.8571,53891,56551,56808,86,650.8953,55977,,124,122,50,423.379,448.6803,1108.44,52499,54739,55422,86,650.8953,55977
,,13,148,97,54,329.3851,535.1443,966.6667,48749,51909,52200,133,409.812,54505,,146,143,95,309.0753,329.4056,501.5474,45125,47105,47647,133,409.812,54505
,,14,154,123,88,336.4156,447.9593,629.0341,51808,55099,55355,145,376.2345,54554,,157,174,113,313.4968,291.4598,460.2743,49219,50714,52011,145,376.2345,54554
,,15,111,99,73,470.4414,564.2424,767.5479,52219,55860,56031,104,533.0481,55437,,102,120,77,462.4118,410.7333,650.2987,47166,49288,50073,104,533.0481,55437
,,16,137,105,74,382.9635,535.9333,764.1622,52466,56273,56548,125,444.4,55550,,128,158,98,373.8438,313.5759,519.3469,47852,49545,50896,125,444.4,55550
,,17,73,106,76,643.6986,450.3396,643.6053,46990,47736,48914,136,338.875,46087,,88,93,88,403.5227,247.2581,305.9432,35510,22995,26923,136,338.875,46087
,,18,146,113,83,346.1164,476.1681,655.3133,50533,53807,54391,132,403.8485,53308,,140,148,111,330.0571,324.4054,445.3514,46208,48012,49434,132,403.8485,53308
,,19,159,130,84,321.5723,417.2231,650.0952,51130,54239,54608,150,357.2933,53594,,162,163,103,287.463,303.092,489.0874,46569,49404,50376,150,357.2933,53594
,,20,128,108,54,411.9141,514.7593,1034.6667,52725,55594,55872,122,451.9754,55141,,122,133,78,388.7377,366.1278,639.7564,47426,48695,49901,122,451.9754,55141
,,21,136,130,113,357.2647,394.9769,457.1593,48588,51347,51659,149,343.0403,51113,,135,159,128,337.6222,296.0692,381.1719,45579,47075,48790,149,343.0403,51113
,,22,109,96,53,456.0183,542.625,996.717,49706,52092,52826,115,443.9739,51057,,103,128,63,417.8641,338.6406,727.5238,43040,43346,45834,115,443.9739,51057
,,23,113,82,54,452.9027,656.8902,1006.4444,51178,53865,54348,99,541.1616,53575,,113,145,85,412.6195,342.0414,595.8471,46626,49596,50647,99,541.1616,53575
,,24,149,105,78,327.651,491.0095,671.3718,48820,51556,52367,130,394.7154,51313,,135,152,104,300.2741,273.0921,424.4038,40537,41510,44138,130,394.7154,51313
,,25,130,114,85,355.2538,435.8158,589.8941,46183,49683,50141,136,368.6618,50138,,122,139,95,320.6967,292.3237,449.7684,39125,40633,42728,136,368.6618,50138
,,26,107,66,32,508.3925,852.6515,1767.125,54398,56275,56548,85,656.5059,55803,,115,122,44,446.3826,433.2541,1224.636,51334,52857,53884,85,656.5059,55803
,,27,90,81,47,585.2222,683.5556,1191.4468,52670,55368,55998,94,583.617,54860,,85,105,50,481.4235,399.4952,857.84,40921,41947,42892,94,583.617,54860
,,28,135,75,38,354.2815,672.9333,1349.3947,47828,50470,51277,104,482.7308,50204,,134,149,56,338.7239,315.0134,879.5893,45389,46937,49257,104,482.7308,50204
,,29,85,84,64,589.7882,627.0595,832.0469,50132,52673,53251,92,560.2391,51542,,81,112,70,572.5556,428.5357,706.6429,46377,47996,49465,92,560.2391,51542
,,30,166,127,93,292.1024,404.9291,557.7957,48489,51426,51875,155,323.9742,50216,,156,179,124,269.6603,227.4078,376.2661,42067,40706,46657,155,323.9742,50216
37,Tape 211,1,118,99,33,331.0932,406.6667,1248.242,39069,40260,41192,121,331.595,40123,,113,127,64,288.1062,251.1102,541.5156,32556,31891,34657,121,331.595,40123
,,2,83,76,34,469.0482,529.5658,1209.088,38931,40247,41109,95,417.4421,39657,,82,113,45,403.939,290.646,795.3778,33123,32843,35792,95,417.4421,39657
,,3,101,95,59,399.495,444.8947,724.8983,40349,42265,42769,111,373.3243,41439,,99,114,73,339.3939,288.6404,491.6164,33600,32905,35888,111,373.3243,41439
,,4,120,115,83,313.675,353.0696,495.9036,37641,40603,41160,131,307.2901,40255,,101,115,80,283.1881,246.7304,385.25,28602,28374,30820,131,307.2901,40255
,,5,84,82,47,486.5357,519.8415,916.383,40869,42627,43070,97,432.134,41917,,70,102,58,409.4429,276.6176,525.6724,28661,28215,30489,97,432.134,41917
,,6,92,75,28,447.0543,575.1467,1547.321,41129,43136,43325,95,446.3789,42406,,80,98,47,426.6375,352.0204,766.0851,34131,34498,36006,95,446.3789,42406
,,7,106,92,53,374.1038,451.7174,793.0189,39655,41558,42030,108,379.0185,40934,,88,96,57,362.1136,319.8854,590.807,31866,30709,33676,108,379.0185,40934
,,8,72,73,48,485.9444,511.3151,793.3958,34988,37326,38083,84,440,36960,,61,80,53,465.8033,363.575,573.7736,28414,29086,30410,84,440,36960
,,9,117,96,59,343.3419,442.5625,725.7797,40171,42486,42821,117,358.3504,41927,,92,104,66,320.2717,285.0673,483.5152,29465,29647,31912,117,358.3504,41927
,,10,102,110,58,391.7843,389.9636,746.6379,39962,42896,43305,125,337.512,42189,,92,118,65,316.337,241.2881,481.2462,29103,28472,31281,125,337.512,42189
,,11,90,75,38,451.5333,572.0267,1144.237,40638,42902,43481,100,426.91,42691,,69,95,47,488.8841,362.3684,766.1064,33733,34425,36007,100,426.91,42691
,,12,107,97,31,370.1121,444.0928,1415.71,39602,43077,43887,119,356.2773,42397,,99,123,50,346.7778,281.2927,749.72,34331,34599,37486,119,356.2773,42397
,,13,126,113,74,306.1984,370.7788,570.3108,38581,41898,42203,127,326.6693,41487,,105,116,83,299.5524,275.6638,402.1084,31453,31977,33375,127,326.6693,41487
,,14,117,116,90,339.5556,365.931,474.8333,39728,42448,42735,127,328.2283,41685,,108,134,84,313.3704,253.4776,432.4762,33844,33966,36328,127,328.2283,41685
,,15,72,79,57,560.5139,537.962,748.5614,40357,42499,42668,89,469.573,41792,,65,105,57,505.6462,316.0286,604.6842,32867,33183,34467,89,469.573,41792
,,16,105,107,82,382.219,403.4579,529.1707,40133,43170,43392,121,351.1653,42491,,88,114,74,352.0341,272.5175,445.3649,30979,31067,32957,121,351.1653,42491
,,17,75,87,65,446.6,395.7011,547.7385,33495,34426,35603,107,319.5701,34194,,64,81,57,374.3906,296.0494,476.9123,23961,23980,27184,107,319.5701,34194
,,18,133,105,47,291.0376,391.8857,885.2979,38708,41148,41609,126,320.7937,40420,,105,116,71,280.4381,260.1897,441.1408,29446,30182,31321,126,320.7937,40420
,,19,108,106,68,365.8056,399.8774,629.3676,39507,42387,42797,118,356.2797,42041,,96,110,69,340.5,307.7455,513.6667,32688,33852,35443,118,356.2797,42041
,,20,88,96,51,450.6477,438.2813,829.6471,39657,42075,42312,110,372.2545,40948,,78,103,76,368.4231,263.3592,376.9211,28737,27126,28646,110,372.2545,40948
,,21,89,92,83,412.9438,424.3043,474.988,36752,39036,39424,104,371.1731,38602,,81,118,71,382.8025,259.0508,471.7042,31007,30568,33491,104,371.1731,38602
,,22,130,105,55,294.4769,390.9238,755.8545,38282,41047,41572,127,316.4961,40195,,97,106,62,292.567,251.434,493.8871,28379,26652,30621,127,316.4961,40195
,,23,105,94,66,368.7524,437.0319,632.7121,38719,41081,41759,105,383.7238,40291,,93,111,77,365.4301,315.3604,477.4935,33985,35005,36767,105,383.7238,40291
,,24,134,89,51,279.9403,447.7303,801.1961,37512,39848,40861,113,351.4513,39714,,115,119,63,264.9391,258.9244,531.7143,30468,30812,33498,113,351.4513,39714
,,25,121,118,61,318.5455,346.339,679.1803,38544,40868,41430,132,303.8258,40105,,75,97,63,306.5067,233.4021,395.1429,22988,22640,24894,132,303.8258,40105
,,26,97,93,43,402.7629,432.4086,950.3488,39068,40214,40865,123,325.748,40067,,54,64,44,285.7407,233.25,368.9545,15430,14928,16234,123,325.748,40067
,,27,118,110,69,311.1102,354.1091,577.2029,36711,38952,39827,122,313.7787,38281,,98,113,69,279.9694,241.9912,426.942,27437,27345,29459,122,313.7787,38281
,,28,97,85,44,393.4845,478.1294,932.75,38168,40641,41041,108,369.5185,39908,,99,135,60,345.8384,257.8593,617.75,34238,34811,37065,108,369.5185,39908
,,29,79,78,38,481.4177,517.9359,1077.632,38032,40399,40950,93,424.7742,39504,,70,91,49,410.5857,319.0879,624.8163,28741,29037,30616,93,424.7742,39504
,,30,132,117,86,258.3636,309.6838,428.9651,34104,36233,36891,134,264.2015,35403,,106,115,87,240.3019,208.9652,321.8506,25472,24031,28001,134,264.2015,35403
38,Tape 212,1,127,61,30,422.3228,911.6557,1871.667,53635,55611,56150,82,677.622,55565,,136,113,44,387.5221,479.0796,1254.205,52703,54136,55185,82,677.622,55565
,,2,122,94,52,420.9508,578.7234,1062.346,51356,54400,55242,106,505.9623,53632,,103,106,58,414.0388,419.934,798.9483,42646,44513,46339,106,505.9623,53632
,,3,117,70,25,473.0684,826.1857,2320.44,55349,57833,58011,91,628.7033,57212,,129,131,57,417.8915,429.5573,1003.965,53908,56272,57226,91,628.7033,57212
,,4,118,85,53,446.5169,653.6706,1054.453,52689,55562,55886,101,546.6931,55216,,121,123,64,411.5207,420.4553,819.8125,49794,51716,52468,101,546.6931,55216
,,5,97,72,49,566.8247,793.875,1172.939,54982,57159,57474,88,645.5341,56807,,88,89,65,551.1932,561.1348,778.6923,48505,49941,50615,88,645.5341,56807
,,6,85,48,31,639.0235,1172.729,1822.258,54317,56291,56490,61,916.1803,55887,,88,96,41,599.6136,571.8229,1349.439,52766,54895,55327,61,916.1803,55887
,,7,98,61,36,560.1939,927.9016,1577.694,54899,56602,56797,73,772.7397,56410,,85,76,45,556.3882,639.8816,1092.6,47293,48631,49167,73,772.7397,56410
,,8,116,88,53,434.431,610.3523,1026.34,50394,53711,54396,106,508.6038,53912,,110,107,76,425.9909,463.1495,659.1579,46859,49557,50096,106,508.6038,53912
,,9,97,73,28,564.0722,772.7808,2022.714,54715,56413,56636,90,620.8333,55875,,95,106,53,526.3895,478.7642,978.0377,50007,50749,51836,90,620.8333,55875
,,10,120,91,62,449.75,632.033,929.8226,53970,57515,57649,105,543.5143,57069,,115,124,81,443.2522,426.8952,661.3704,50974,52935,53571,105,543.5143,57069
,,11,96,46,21,588.1042,1260.87,2765.857,56458,58000,58083,64,900.7344,57647,,112,115,43,468.625,484.1304,1310.116,52486,55675,56335,64,900.7344,57647
,,12,103,51,18,535.9515,1124.373,3208.444,55203,57343,57752,73,781.1507,57024,,111,113,34,477.5405,486.6106,1647.559,53007,54987,56017,73,781.1507,57024
,,13,141,97,58,372.8511,576.7113,969.431,52572,55941,56227,117,476.2479,55721,,129,126,89,370.6744,400.8651,575.1011,47817,50509,51184,117,476.2479,55721
,,14,128,94,67,423.5859,607.6277,853.2388,54219,57117,57167,109,520.9266,56781,,124,132,90,417.5806,406.0758,599.6444,51780,53602,53968,109,520.9266,56781
,,15,120,95,76,440.4917,593.9789,744.1447,52859,56428,56555,111,504.8288,56036,,109,109,86,418.578,436.6422,557.8023,45625,47594,47971,111,504.8288,56036
,,16,139,75,50,382.9856,767.8933,1155.56,53235,57592,57778,98,584.7449,57305,,126,113,77,375.6429,448.885,662.1429,47331,50724,50985,98,584.7449,57305
,,17,76,87,73,573.6184,519.2069,655.0411,43595,45171,47818,108,422.1852,45596,,81,116,84,472.1481,331.4224,499.7738,38244,38445,41981,108,422.1852,45596
,,18,145,87,48,370.2276,654.0805,1193,53683,56905,57264,108,522.5556,56436,,138,128,82,367.6522,415,655.8171,50736,53120,53777,108,522.5556,56436
,,19,121,99,55,428.5455,545.2828,993.6727,51854,53983,54652,118,465.6441,54946,,117,127,86,373.7436,356.6614,536.9651,43728,45296,46179,118,465.6441,54946
,,20,54,126,70,1032.574,438.3016,791.5,55759,55226,55405,184,280.8913,51684,,108,171,141,455.4074,223.8187,270.3972,49184,38273,38126,184,280.8913,51684
,,21,137,95,74,373.8759,572.9368,737.9865,51221,54429,54611,110,490.8545,53994,,136,144,90,356.2721,356.7361,585.0556,48453,51370,52655,110,490.8545,53994
,,22,103,78,48,502.0388,694.2436,1137.188,51710,54151,54585,99,546.9091,54144,,93,106,56,484.086,440.4151,857.8393,45020,46684,48039,99,546.9091,54144
,,23,133,97,65,382.8421,549.8351,832.8923,50918,53334,54138,117,454.6068,53189,,131,129,89,356.7481,386.6512,575.7191,46734,49878,51239,117,454.6068,53189
,,24,150,78,39,347.5467,704.3205,1425.564,52132,54937,55597,100,544.02,54402,,147,133,67,337.1429,392.6466,790.403,49560,52222,52957,100,544.02,54402
,,25,112,88,36,451.7143,612.1591,1505.25,50592,53870,54189,112,482.5804,54049,,126,128,79,393.381,402.9688,669.9114,49566,51580,52923,112,482.5804,54049
,,26,98,52,19,562.9694,1106.558,3044,55171,57541,57836,74,773.7432,57257,,104,108,52,525.25,522.9722,1106.192,54626,56481,57522,74,773.7432,57257
,,27,116,88,61,439.3879,600.5682,871.2623,50969,52850,53147,101,520.1188,52532,,126,128,66,377.4762,392.7344,776.4545,47562,50270,51246,101,520.1188,52532
,,28,86,64,40,594.3023,847.2344,1362.475,51110,54223,54499,76,713.1579,54200,,89,99,57,557.4494,519.7273,928.9123,49613,51453,52948,76,713.1579,54200
,,29,94,70,56,558.5319,787.0571,992.0179,52502,55094,55553,78,702.5128,54796,,85,92,60,521.0588,509.3478,796.25,44290,46860,47775,78,702.5128,54796
,,30,143,84,49,377.9091,673.6429,1158.286,54041,56586,56756,114,492.5263,56148,,140,176,78,325.5286,258.642,614.1538,45574,45521,47904,114,492.5263,56148
39,Tape 213,1,92,65,42,306.1196,464.3077,723.5238,28163,30180,30388,76,390.3158,29664,,83,81,52,302.7711,326.0494,518.7308,25130,26410,26974,76,390.3158,29664
,,2,74,54,22,378.4595,550.6667,1363.773,28006,29736,30003,65,448.1231,29128,,70,78,36,353.5429,334.1282,752.3333,24748,26062,27084,65,448.1231,29128
,,3,76,67,40,391.0921,463.403,782.05,29723,31048,31282,74,414.9865,30709,,68,74,53,384.2059,364.9054,522.0189,26126,27003,27667,74,414.9865,30709
,,4,90,70,50,311.1556,435.2286,609.68,28004,30466,30484,80,375.925,30074,,91,94,61,299.0549,308.6915,487.3934,27214,29017,29731,80,375.925,30074
,,5,64,52,36,465.1719,597.1923,867.75,29771,31054,31239,60,511.15,30669,,65,75,44,423.4462,375.9067,660.4091,27524,28193,29058,60,511.15,30669
