1,1,2170391,568.7,378.9,555.3,375.4,562.0,377.15,0
1,2,2170392,567.8,379.5,555.3,376.0,561.55,377.75,0
1,3,2170393,567.0,380.6,555.3,376.4,561.15,378.5,0
1,4,2170394,566.2,381.8,555.2,376.7,560.7,379.25,0
1,5,2170395,566.9,382.9,554.8,376.9,560.85,379.9,0
1,6,2170396,567.6,382.7,554.6,377.0,561.1,379.85,0
1,7,2170397,568.4,382.4,554.3,377.7,561.35,380.05,0
1,8,2170398,568.8,382.2,554.2,378.0,561.5,380.1,0
1,9,2170399,568.9,381.7,554.0,378.5,561.45,380.1,0
1,10,2170400,568.9,381.2,554.0,379.0,561.45,380.1,0
1,11,2170401,568.8,380.6,554.0,379.7,561.4,380.15,0
1,12,2170402,568.1,380.0,554.4,380.5,561.25,380.25,0
1,13,2170403,567.4,379.6,554.5,381.3,560.95,380.45,0
1,14,2170404,566.8,379.6,554.5,381.2,560.65,380.4,0
1,15,2170405,567.2,379.6,554.1,381.1,560.65,380.35,0
1,16,2170406,568.0,379.8,553.6,381.0,560.8,380.4,0
1,17,2170407,568.7,380.2,553.1,381.0,560.9,380.6,0
1,18,2170408,569.5,380.6,552.6,380.9,561.05,380.75,0
1,19,2170409,570.0,381.1,552.2,380.9,561.1,381.0,0
1,20,2170410,570.4,381.6,552.0,380.9,561.2,381.25,0
1,21,2170411,570.7,381.8,551.8,381.1,561.25,381.45,0
1,22,2170412,569.9,381.8,552.0,381.3,560.95,381.55,0
1,23,2170413,569.3,381.7,552.1,381.5,560.7,381.6,0
1,24,2170414,568.8,381.6,552.4,381.7,560.6,381.65,0
1,25,2170415,568.4,381.5,552.8,381.8,560.6,381.65,0
1,26,2170416,568.3,381.3,553.0,382.0,560.65,381.65,0
1,27,2170417,568.3,380.9,553.2,382.1,560.75,381.5,0
1,28,2170418,568.4,380.6,553.6,382.3,561.0,381.45,0
1,29,2170419,568.7,380.4,554.0,382.6,561.35,381.5,0
1,30,2170420,569.6,380.4,554.3,383.0,561.95,381.7,0
1,31,2170421,570.4,380.4,554.6,383.4,562.5,381.9,0
1,32,2170422,571.1,380.5,554.6,383.8,562.85,382.15,0
1,33,2170423,571.6,380.8,554.7,384.1,563.15,382.45,0
2,34,2170424,571.8,381.1,554.7,384.1,563.25,382.6,0
2,35,2170425,571.2,381.4,554.5,384.1,562.85,382.75,0
2,36,2170426,570.7,380.3,554.4,384.2,562.55,382.25,0
2,37,2170427,569.6,379.2,554.4,384.0,562.0,381.6,0
2,38,2170428,568.4,377.9,554.2,383.6,561.3,380.75,0
2,39,2170429,567.9,376.8,554.0,383.4,560.95,380.1,0
2,40,2170430,567.5,375.7,553.6,383.1,560.55,379.4,0
2,41,2170431,567.4,375.0,553.2,383.2,560.3,379.1,0
2,42,2170432,568.0,374.3,552.7,383.3,560.35,378.8,0
2,43,2170433,568.5,375.2,552.2,383.8,560.35,379.5,0
